"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","COMCODE1","COMOFFC1","COMRANK1","SUBCODE11","SUBCOMOFF11","SUBRANK11","SUBCODE12","SUBCOMOFF12","SUBRANK12","SUBCODE13","SUBCOMOFF13","SUBRANK13","SUBCODE14","SUBCOMOFF14","SUBRANK14","SUBCODE15","SUBCOMOFF15","SUBRANK15","COMCODE2","COMOFFC2","COMRANK2","SUBCODE21","SUBCOMOFF21","SUBRANK21","SUBCODE22","SUBCOMOFF22","SUBRANK22","SUBCODE23","SUBCOMOFF23","SUBRANK23","SUBCODE24","SUBCOMOFF24","SUBRANK24","SUBCODE25","SUBCOMOFF25","SUBRANK25","COMCODE3","COMOFFC3","COMRANK3","SUBCODE31","SUBCOMOFF31","SUBRANK31","SUBCODE32","SUBCOMOFF32","SUBRANK32","SUBCODE33","SUBCOMOFF33","SUBRANK33","SUBCODE34","SUBCOMOFF34","SUBRANK34","SUBCODE35","SUBCOMOFF35","SUBRANK35","COMCODE4","COMOFFC4","COMRANK4","SUBCODE41","SUBCOMOFF41","SUBRANK41","SUBCODE42","SUBCOMOFF42","SUBRANK42","SUBCODE43","SUBCOMOFF43","SUBRANK43","SUBCODE44","SUBCOMOFF44","SUBRANK44","SUBCODE45","SUBCOMOFF45","SUBRANK45","COMCODE5","COMOFFC5","COMRANK5","SUBCODE51","SUBCOMOFF51","SUBRANK51","SUBCODE52","SUBCOMOFF52","SUBRANK52","SUBCODE53","SUBCOMOFF53","SUBRANK53","SUBCODE54","SUBCOMOFF54","SUBRANK54","SUBCODE55","SUBCOMOFF55","SUBRANK55","COMCODE6","COMOFFC6","COMRANK6","COMCODE7","COMOFFC7","COMRANK7","COMCODE8","COMOFFC8","COMRANK8","COMCODE9","COMOFFC9","COMRANK9","CUMCOMCODE","CUMSUBCODE"
21908,536160,"FL","H","KS","01","","Roger","Marshall","W.","Rep.","","US Representative","HAGR","","R022","HAGR10","","R007","HAGR25","","R008","HAGR30","","R010","","","","","","","HSMA","","R012","HSMA20","","R006","HSMA25","","R003","","","","","","","","","","HSST","","R017","HSST15","","R006","HSST20","VCH","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HSMA;HSST","HAGR10;HAGR25;HAGR30;HSMA20;HSMA25;HSST15;HSST20"
21909,208581,"FL","H","KS","02","","Lynn","Jenkins","M.","Rep.","","US Representative","HWAY","","R008","HWAY05","","R006","HWAY15","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY05;HWAY15"
21910,212291,"FL","H","KS","03","","Kevin","Yoder","W.","Rep.","","US Representative","HAPP","","R012","HAPP05","","R003","HAPP25","","R003","HAPP30","CHM","R001","","","","","","","JLIB","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP;JLIB","HAPP05;HAPP25;HAPP30"
21911,311777,"FL","H","KS","04","","Ron","Estes","","Rep.","","US Representative","HHLS","","R016","HHLS25","","R005","HHLS30","","R004","","","","","","","","","","HEDU","","R021","HEDU10","","R011","HEDU20","","R012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HEDU","HHLS25;HHLS30;HEDU10;HEDU20"
21912,205575,"FL","H","KY","01","","James","Comer","R.","Rep.","Jr.","US Representative","HAGR","","R021","HAGR10","","R006","HAGR30","","R009","","","","","","","","","","HOGOV","","R021","HOGOV25","","R004","HOGOV30","","R008","","","","","","","","","","HSMA","","R009","HSMA05","","R005","HSMA10","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HOGOV;HSMA","HAGR10;HAGR30;HOGOV25;HOGOV30;HSMA05;HSMA10"
21913,194385,"FL","H","KY","02","","Brett","Guthrie","","Rep.","","US Representative","HCOM","","R012","HCOM05","","R006","HCOM10","","R006","HCOM25","VCH","R002","","","","","","","HEDU","","R007","HEDU20","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HEDU","HCOM05;HCOM10;HCOM25;HEDU20"
21914,248302,"FL","H","KY","03","","John","Yarmuth","A.","Rep.","","US Representative","HBUD","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HBUD",""
21915,391510,"FL","H","KY","04","","Thomas","Massie","H.","Rep.","","US Representative","HOGOV","","R010","HOGOV05","","R005","HOGOV20","","R006","","","","","","","","","","HTRA","","R012","HTRA05","","R010","HTRA20","","R011","HTRA30","","R006","","","","","","","HSST","","R007","HSST05","","R007","HSST15","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HTRA;HSST","HOGOV05;HOGOV20;HTRA05;HTRA20;HTRA30;HSST05;HSST15"
21916,158866,"FL","H","KY","05","","Hal","Rogers","D.","Rep.","","US Representative","HAPP","","R002","HAPP10","","R003","HAPP15","","R003","HAPP55","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP10;HAPP15;HAPP55"
21918,194976,"FL","H","LA","01","","Steve","Scalise","J.","Rep.","","US Representative","HCOM","","R007","HCOM05","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM05"
21919,194997,"FL","H","LA","02","","Cedric","Richmond","L.","Rep.","","US Representative","HHLS","","D005","HHLS05","","D002","HHLS15","RMM","D001","","","","","","","","","","HJUD","","D010","HJUD10","","D004","HJUD15","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HJUD","HHLS05;HHLS15;HJUD10;HJUD15"
21920,588003,"FL","H","LA","03","","Clay","Higgins","","Rep.","","US Representative","HHLS","","R013","HHLS05","","R006","HHLS25","","R003","","","","","","","","","","HSST","","R019","HSST10","","R008","HSST15","VCH","R002","HSST25","","R013","","","","","","","HVET","","R010","HVET15","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HSST;HVET","HHLS05;HHLS25;HSST10;HSST15;HSST25;HVET15"
21921,527158,"FL","H","LA","04","","Mike","Johnson","","Rep.","","US Representative","HJUD","","R019","HJUD15","","R008","HJUD20","","R007","","","","","","","","","","HNRES","","R022","HNRES20","VCH","R002","HNRES25","","R010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HJUD;HNRES","HJUD15;HJUD20;HNRES20;HNRES25"
21923,160828,"FL","H","LA","06","","Garret","Graves","N.","Rep.","","US Representative","HTRA","","R021","HTRA10","","R005","HTRA20","","R018","HTRA30","CHM","R001","","","","","","","HNRES","","R016","HNRES05","","R009","HNRES25","","R008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HNRES","HTRA10;HTRA20;HTRA30;HNRES05;HNRES25"
21925,158876,"FL","H","MA","01","","Richard","Neal","E.","Rep.","","US Representative","HWAY","RMM","D001","HWAY05","EXO","D008","HWAY10","EXO","D005","HWAY15","EXO","D005","HWAY20","EXO","D005","HWAY25","EXO","D007","JTAX","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;JTAX","HWAY05;HWAY10;HWAY15;HWAY20;HWAY25"
21926,158877,"FL","H","MA","02","","Jim","McGovern","P.","Rep.","","US Representative","HAGR","","D007","HAGR05","","D005","HAGR30","RMM","D001","","","","","","","","","","HRUL","CHM","D001","HRUL10","","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HRUL","HAGR05;HAGR30;HRUL10"
21927,259708,"FL","H","MA","03","","Niki","Tsongas","S.","Rep.","","US Representative","HARM","","D010","HARM10","","D003","HARM35","RMM","D001","","","","","","","","","","HNRES","","D007","HNRES05","","D004","HNRES10","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HNRES","HARM10;HARM35;HNRES05;HNRES10"
21928,397746,"FL","H","MA","04","","Joe","Kennedy","P.","Rep.","III","US Representative","HCOM","","D020","HCOM10","","D008","HCOM15","","D012","HCOM25","","D010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM10;HCOM15;HCOM25"
21929,263010,"FL","H","MA","05","","Katherine","Clark","M.","Rep.","","US Representative","HAPP","","D021","HAPP40","","D005","HAPP60","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP40;HAPP60"
21930,464944,"FL","H","MA","06","","Seth","Moulton","W.","Rep.","","US Representative","HARM","","D017","HARM15","RMM","D001","HARM25","","D007","","","","","","","","","","HBUD","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HBUD","HARM15;HARM25"
21931,158882,"FL","H","MA","07","","Michael","Capuano","E.","Rep.","","US Representative","HFIN","","D007","HFIN10","","D008","HFIN15","","D003","HFIN25","","D005","","","","","","","HTRA","","D007","HTRA05","","D012","HTRA20","","D014","HTRA25","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HTRA","HFIN10;HFIN15;HFIN25;HTRA05;HTRA20;HTRA25"
21932,195035,"FL","H","MA","08","","Stephen","Lynch","F.","Rep.","","US Representative","HFIN","","D009","HFIN05","","D003","HFIN30","","D011","","","","","","","","","","HOGOV","","D005","HOGOV15","","D003","HOGOV30","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HOGOV","HFIN05;HFIN30;HOGOV15;HOGOV30"
21935,195206,"FL","H","MD","01","","Andy","Harris","P.","Rep.","","US Representative","HAPP","","R020","HAPP05","","R005","HAPP30","","R005","HAPP40","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP05;HAPP30;HAPP40"
21937,248303,"FL","H","MD","03","","John","Sarbanes","P.","Rep.","","US Representative","HCOM","","D012","HCOM15","","D007","HCOM25","","D007","","","","","","","","","","HOGOV","","D018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HOGOV","HCOM15;HCOM25"
21938,195317,"FL","H","MD","04","","Anthony","Brown","G.","Rep.","","US Representative","HARM","","D023","HARM20","","D007","HARM35","","D008","","","","","","","","","","HNRES","","D015","HNRES05","","D002","HNRES10","","D006","","","","","","","","","","HETH","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HNRES;HETH","HARM20;HARM35;HNRES05;HNRES10"
21939,158889,"FL","H","MD","05","","Steny","Hoyer","H.","Rep.","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21940,391562,"FL","H","MD","06","","John","Delaney","K.","Rep.","","US Representative","HFIN","","D018","HFIN15","","D008","HFIN30","","D006","","","","","","","","","","JECO","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;JECO","HFIN15;HFIN30"
21941,158891,"FL","H","MD","07","","Elijah","Cummings","E.","Rep.","","US Representative","HOGOV","RMM","D001","HOGOV05","EXO","D007","HOGOV10","EXO","D007","HOGOV15","EXO","D006","HOGOV20","EXO","D005","HOGOV25","EXO","D004","HTRA","","D005","HTRA10","","D002","HTRA25","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HTRA","HOGOV05;HOGOV10;HOGOV15;HOGOV20;HOGOV25;HTRA10;HTRA25"
21943,267137,"FL","H","ME","01","","Chellie","Pingree","M.","Rep.","","US Representative","HAPP","","D016","HAPP05","","D003","HAPP35","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP05;HAPP35"
21945,577460,"FL","H","MI","01","","John","Bergman","W.","Rep.","","US Representative","HNRES","","R020","HNRES05","","R011","HNRES10","","R009","HNRES15","","R007","","","","","","","HVET","","R011","HVET05","","R004","HVET20","CHM","R001","","","","","","","","","","HBUD","","R017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HNRES;HVET;HBUD","HNRES05;HNRES10;HNRES15;HVET05;HVET20"
21946,288017,"FL","H","MI","02","","Bill","Huizenga","P.","Rep.","","US Representative","HFIN","","R009","HFIN05","CHM","R001","HFIN20","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN05;HFIN20"
21947,268350,"FL","H","MI","03","","Justin","Amash","","Rep.","","US Representative","HOGOV","","R006","HOGOV15","","R004","HOGOV30","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV","HOGOV15;HOGOV30"
21948,212920,"FL","H","MI","04","","John","Moolenaar","","Rep.","","US Representative","HAPP","","R028","HAPP25","","R007","HAPP40","","R008","HAPP45","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP25;HAPP40;HAPP45"
21950,158900,"FL","H","MI","06","","Fred","Upton","S.","Rep.","","US Representative","HCOM","","R003","HCOM10","","R003","HCOM15","CHM","R001","HCOM25","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM10;HCOM15;HCOM25"
21951,248304,"FL","H","MI","07","","Tim","Walberg","L.","Rep.","","US Representative","HCOM","","R027","HCOM15","","R017","HCOM20","","R011","HCOM30","","R007","","","","","","","HEDU","","R006","HEDU10","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HEDU","HCOM15;HCOM20;HCOM30;HEDU10"
21953,294255,"FL","H","MI","05","","Dan","Kildee","T.","Rep.","","US Representative","HFIN","VRM","D002","HFIN15","","D007","HFIN20","","D007","HFIN30","","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN15;HFIN20;HFIN30"
21955,158906,"FL","H","MI","09","","Sandy","Levin","M.","Rep.","","US Representative","HWAY","","D002","HWAY05","RMM","D001","HWAY30","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY05;HWAY30"
21956,357079,"FL","H","MI","12","","Debbie","Dingell","","Rep.","","US Representative","HCOM","","D024","HCOM05","","D006","HCOM10","","D005","HCOM20","","D008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM05;HCOM10;HCOM20"
21958,391655,"FL","H","MI","14","","Brenda","Lawrence","L.","Rep.","","US Representative","HOGOV","","D009","HOGOV05","","D005","","","","","","","","","","","","","HTRA","","D025","HTRA05","","D011","HTRA20","","D011","HTRA30","","D013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HTRA","HOGOV05;HTRA05;HTRA20;HTRA30"
21959,646159,"FL","H","MI","13","","","Vacant","","","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21961,248305,"FL","H","MN","01","","Tim","Walz","J.","Rep.","","US Representative","HAGR","","DFL005","HAGR15","","DFL002","HAGR20","","DFL002","","","","","","","","","","HVET","RMM","DFL001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HVET","HAGR15;HAGR20"
21963,195908,"FL","H","MN","03","","Erik","Paulsen","","Rep.","","US Representative","HWAY","","R009","HWAY05","","R009","HWAY30","","R003","","","","","","","","","","JECO","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;JECO","HWAY05;HWAY30"
21965,212972,"FL","H","MN","05","","Keith","Ellison","M.","Rep.","","US Representative","HFIN","","DFL014","HFIN05","","DFL006","HFIN10","","DFL007","HFIN25","","DFL002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN05;HFIN10;HFIN25"
21967,158917,"FL","H","MN","07","","Collin","Peterson","C.","Rep.","","US Representative","HAGR","RMM","DFL001","HAGR05","EXO","DFL007","HAGR10","EXO","DFL007","HAGR15","EXO","DFL007","HAGR20","EXO","DFL010","HAGR25","EXO","DFL006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR","HAGR05;HAGR10;HAGR15;HAGR20;HAGR25"
21968,378711,"FL","H","MN","08","","Rick","Nolan","M.","Rep.","","US Representative","HAGR","","DFL010","HAGR15","","DFL004","HAGR20","RMM","DFL001","","","","","","","","","","HTRA","","DFL015","HTRA05","","DFL016","HTRA20","","DFL004","HTRA25","","DFL008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HTRA","HAGR15;HAGR20;HTRA05;HTRA20;HTRA25"
21971,196108,"FL","H","MO","03","","Blaine","Luetkemeyer","","Rep.","","US Representative","HFIN","","R008","HFIN10","CHM","R001","HFIN15","","R006","","","","","","","","","","HSMA","VCH","R002","HSMA05","","R003","HSMA20","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HSMA","HFIN10;HFIN15;HSMA05;HSMA20"
21972,284768,"FL","H","MO","04","","Vicky","Hartzler","Jo","Rep.","","US Representative","HARM","","R014","HARM15","CHM","R001","HARM20","","R007","HARM25","","R004","","","","","","","HAGR","","R011","HAGR25","","R005","HAGR30","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HAGR","HARM15;HARM20;HARM25;HAGR25;HAGR30"
21973,226522,"FL","H","MO","05","","Emanuel","Cleaver","","Rep.","II","US Representative","HFIN","","D012","HFIN15","RMM","D001","HFIN25","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN15;HFIN25"
21975,284784,"FL","H","MO","07","","Billy","Long","","Rep.","","US Representative","HCOM","","R019","HCOM05","","R011","HCOM15","","R011","HCOM25","","R012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM05;HCOM15;HCOM25"
21976,243054,"FL","H","MO","08","","Jason","Smith","T.","Rep.","","US Representative","HWAY","","R017","HWAY25","","R007","HWAY30","","R010","","","","","","","","","","HBUD","","R015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HBUD","HWAY25;HWAY30"
21978,536266,"FL","H","MS","01","","Trent","Kelly","","Rep.","","US Representative","HARM","","R026","HARM10","","R007","HARM20","","R010","HARM35","","R007","","","","","","","HAGR","","R020","HAGR15","","R008","HAGR25","","R007","","","","","","","","","","HSMA","","R007","HSMA15","","R003","HSMA25","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HAGR;HSMA","HARM10;HARM20;HARM35;HAGR15;HAGR25;HSMA15;HSMA25"
21979,158929,"FL","H","MS","02","","Bennie","Thompson","G.","Rep.","","US Representative","HHLS","RMM","D001","HHLS05","EXO","D006","HHLS10","EXO","D004","HHLS15","EXO","D005","HHLS20","EXO","D004","HHLS25","EXO","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS","HHLS05;HHLS10;HHLS15;HHLS20;HHLS25"
21980,266921,"FL","H","MS","03","","Gregg","Harper","","Rep.","","US Representative","HCOM","","R010","HCOM15","","R006","HCOM20","","R005","HCOM30","CHM","R001","","","","","","","HHOS","CHM","R001","","","","","","","","","","","","","","","","JLIB","CHM","R001","","","","","","","","","","","","","","","","JPRI","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM;HHOS;JLIB;JPRI","HCOM15;HCOM20;HCOM30"
